20, 1046, 65, false
21, 1048, 67, false
17, 1048, 72, false
16, 1043, 63, false
18, 1037, 60, true
17, 1035, 70, false
17, 1031, 76, true
16, 1023, 85, false
16, 1020, 84, true
14, 1020, 86, false
16, 1024, 71, true
15, 1028, 85, true
14, 1039, 81, true
16, 1046, 66, false
15, 1038, 90, true
17, 1041, 89, true
21, 1044, 74, true
23, 1040, 83, true
19, 1040, 79, false
16, 1040, 82, false
15, 1039, 84, true
14, 1040, 83, false
18, 1036, 70, true
16, 1033, 76, false
16, 1033, 86, true
16, 1033, 82, true
16, 1035, 70, true
15, 1042, 77, false
18, 1042, 67, false
16, 1037, 80, false
16, 1043, 70, true
17, 1043, 67, false
18, 1037, 78, true
20, 1039, 71, false
22, 1031, 65, false
19, 1032, 68, false
17, 1034, 78, true
14, 1037, 80, true
14, 1044, 72, false
18, 1044, 64, false
20, 1044, 77, false
20, 1044, 72, false
22, 1044, 61, false
25, 1041, 53, false
26, 1034, 57, false
23, 1039, 70, true
21, 1040, 79, true
22, 1044, 78, false
21, 1044, 74, false
18, 1044, 79, false
20, 1044, 68, false
18, 1039, 83, true
19, 1035, 79, true
19, 1034, 79, false
18, 1034, 83, true
17, 1038, 78, false
17, 1040, 75, true
16, 1036, 89, true
19, 1031, 87, false
17, 1032, 76, false
18, 1040, 74, false
16, 1048, 77, true
19, 1045, 78, false
17, 1042, 69, true
14, 1044, 75, true
13, 1047, 71, true
14, 1042, 91, false
18, 1046, 83, false
18, 1044, 80, false
18, 1046, 75, false
17, 1047, 72, false
17, 1042, 70, false
18, 1038, 64, true
18, 1033, 66, false
19, 1032, 76, true
18, 1033, 73, true
16, 1040, 86, true
18, 1047, 79, false
23, 1048, 63, false
25, 1044, 61, false
26, 1038, 63, false
22, 1041, 74, false
22, 1040, 72, true
21, 1035, 78, false
18, 1042, 74, false
17, 1048, 73, false
19, 1043, 67, false
18, 1045, 76, false
17, 1042, 77, false
19, 1037, 75, false
18, 1033, 79, true
18, 1043, 76, false
19, 1048, 77, false
21, 1041, 66, false
21, 1036, 69, false
18, 1040, 73, false
20, 1037, 63, false
19, 1040, 80, false
22, 1040, 67, false
25, 1037, 61, false
26, 1034, 56, false
24, 1033, 59, false
18, 1034, 80, true
17, 1038, 81, false
17, 1040, 78, false
16, 1044, 73, false
15, 1044, 69, false
17, 1044, 60, false
15, 1044, 71, false
15, 1046, 73, false
16, 1044, 67, false
17, 1041, 69, true
14, 1046, 77, false
14, 1048, 70, false
19, 1047, 67, false
16, 1038, 80, true
15, 1037, 77, true
13, 1030, 82, true
12, 1035, 89, true
14, 1051, 80, false
13, 1056, 73, false
9, 1056, 69, false
10, 1047, 75, false
12, 1045, 80, false
10, 1048, 75, false
8, 1048, 80, false
7, 1050, 79, false
9, 1047, 83, false
9, 1043, 78, false
9, 1038, 76, false
10, 1029, 78, false
10, 1035, 91, true
13, 1044, 76, false
12, 1046, 85, false
9, 1044, 91, true
8, 1039, 86, true
8, 1039, 91, false
8, 1027, 87, false
7, 1035, 85, false
4, 1033, 85, false
7, 1039, 87, false
8, 1042, 88, false
9, 1049, 85, false
11, 1058, 89, false
13, 1058, 88, false
10, 1057, 85, false
9, 1053, 85, false
9, 1052, 84, false
8, 1045, 92, false
6, 1041, 89, true
5, 1044, 90, false
7, 1033, 84, false
6, 1021, 89, false
6, 1020, 91, true
3, 1030, 92, false
2, 1031, 91, false
3, 1023, 93, false
3, 1029, 93, true
1, 1045, 86, false
1, 1045, 85, false
2, 1050, 92, false
2, 1053, 93, true
10, 1046, 95, false
12, 1036, 91, true
9, 1024, 88, true
5, 1017, 86, false
5, 1024, 80, false
9, 1016, 82, true
12, 1020, 84, true
10, 1033, 78, false
8, 1041, 90, false
5, 1046, 79, false
2, 1044, 73, false
0, 1038, 88, false
5, 1043, 86, true
0, 1062, 76, false
-2, 1054, 80, false
0, 1051, 87, false
6, 1058, 90, false
6, 1043, 88, true
0, 1049, 90, false
-1, 1049, 82, false
-1, 1050, 81, false
1, 1052, 86, false
6, 1051, 79, false
8, 1049, 78, false
8, 1048, 91, false
7, 1041, 92, true
7, 1044, 89, false
5, 1047, 93, false
6, 1045, 94, false
7, 1046, 94, false
6, 1047, 92, false
5, 1055, 86, false
6, 1048, 91, false
0, 1037, 93, false
4, 1039, 87, false
5, 1043, 93, false
6, 1041, 89, true
7, 1044, 84, false
11, 1047, 87, false
7, 1057, 74, false
5, 1069, 88, false
0, 1070, 95, false
-2, 1066, 94, false
0, 1062, 95, true
1, 1050, 96, false
0, 1041, 95, true
1, 1046, 91, false
5, 1041, 87, false
4, 1041, 81, true
-1, 1058, 80, false
-2, 1060, 75, false
0, 1037, 92, true
3, 1039, 94, false
4, 1023, 94, true
4, 1033, 97, true
7, 1030, 86, true
5, 1027, 83, true
2, 1021, 88, true
2, 1036, 88, true
0, 1045, 86, false
-1, 1060, 93, false
-3, 1063, 93, false
-3, 1066, 94, false
-2, 1062, 93, false
-2, 1060, 89, false
-1, 1054, 92, false
-2, 1052, 91, false
1, 1051, 92, false
1, 1053, 96, false
0, 1055, 92, false
-3, 1049, 89, false
0, 1045, 84, false
5, 1040, 74, false
4, 1040, 94, true
4, 1036, 96, true
3, 1041, 90, false
3, 1037, 89, true
8, 1029, 90, false
8, 1026, 89, false
6, 1022, 92, true
4, 1027, 94, false
3, 1041, 95, false
2, 1041, 93, true
0, 1048, 95, true
-1, 1053, 88, false
-2, 1050, 89, false
0, 1047, 89, true
0, 1051, 91, false
2, 1054, 83, false
2, 1054, 77, false
5, 1057, 84, false
7, 1055, 92, false
7, 1053, 93, false
5, 1058, 91, false
5, 1045, 93, false
9, 1040, 95, true
9, 1037, 87, false
9, 1029, 93, true
8, 1017, 91, true
4, 1036, 83, false
4, 1040, 86, false
8, 1033, 91, true
9, 1020, 85, true
4, 1012, 87, false
6, 1021, 88, true
6, 1029, 85, true
5, 1029, 85, false
9, 1016, 84, true
7, 1019, 88, true
5, 1024, 90, false
6, 1039, 90, false
6, 1038, 95, true
7, 1042, 88, false
5, 1051, 81, false
7, 1046, 78, false
8, 1043, 72, false
6, 1050, 83, false
8, 1055, 88, false
9, 1058, 79, false
9, 1047, 79, false
8, 1039, 76, false
9, 1031, 93, false
11, 1032, 90, false
10, 1029, 92, true
7, 1034, 77, false
6, 1038, 74, false
8, 1042, 75, false
8, 1054, 73, false
9, 1055, 62, false
8, 1051, 80, false
10, 1048, 67, false
11, 1045, 68, false
12, 1048, 82, false
16, 1046, 70, false
15, 1038, 70, false
11, 1036, 89, false
11, 1044, 82, false
9, 1052, 84, false
10, 1049, 77, false
9, 1052, 79, false
8, 1052, 76, false
10, 1051, 80, false
10, 1049, 79, false
12, 1048, 70, false
10, 1046, 73, false
8, 1050, 76, false
10, 1041, 84, false
9, 1039, 80, false
9, 1041, 78, false
10, 1039, 77, true
7, 1043, 84, true
7, 1044, 79, true
6, 1051, 73, false
4, 1061, 67, false
6, 1062, 68, false
11, 1055, 77, false
8, 1051, 76, false
6, 1050, 79, true
8, 1038, 81, true
6, 1033, 80, false
5, 1037, 77, false
5, 1041, 74, false
8, 1038, 78, false
7, 1042, 72, false
12, 1034, 57, false
12, 1034, 70, false
10, 1041, 88, true
10, 1044, 86, true
11, 1045, 82, false
9, 1046, 83, false
13, 1038, 75, false
12, 1040, 81, false
10, 1045, 76, false
8, 1045, 72, false
9, 1034, 72, false
15, 1023, 63, false
16, 1024, 83, true
14, 1033, 89, false
14, 1044, 79, true
14, 1052, 73, false
20, 1050, 69, false
23, 1042, 64, false
17, 1035, 81, false
14, 1034, 81, false
13, 1044, 77, false
14, 1050, 70, false
18, 1044, 63, false
17, 1043, 70, false
16, 1048, 76, false
17, 1049, 76, false
21, 1046, 64, false
24, 1042, 59, false
21, 1042, 66, false
22, 1037, 73, false
19, 1039, 81, false
18, 1047, 73, false
17, 1046, 63, false
20, 1041, 62, false
19, 1037, 76, true
16, 1040, 71, false
17, 1036, 65, false
14, 1023, 78, true
13, 1032, 80, true
17, 1038, 73, true
16, 1036, 82, true
18, 1043, 73, false
20, 1040, 70, false
16, 1040, 72, false
17, 1044, 71, false
18, 1043, 66, false
20, 1039, 67, false
16, 1045, 74, false
18, 1050, 77, false
21, 1050, 72, false
24, 1044, 68, false
23, 1043, 73, false
21, 1042, 64, false
24, 1035, 69, false
20, 1038, 73, false
17, 1038, 89, true
17, 1036, 87, true
17, 1038, 72, false
17, 1033, 72, true
18, 1020, 93, true
18, 1021, 84, false
16, 1027, 86, true
16, 1033, 90, true
14, 1043, 77, true
16, 1045, 78, false
19, 1045, 74, false
20, 1042, 72, false
21, 1043, 75, true
21, 1039, 85, false
19, 1041, 84, false
18, 1039, 71, false
20, 1033, 76, false
18, 1035, 84, true
15, 1036, 88, true
15, 1047, 76, false
14, 1041, 86, true
16, 1046, 78, true
18, 1046, 87, false
18, 1048, 70, false
20, 1044, 71, false
24, 1033, 69, false
20, 1032, 86, true
18, 1038, 70, false
21, 1036, 72, true
16, 1035, 89, true
16, 1034, 85, true
16, 1035, 89, true
19, 1033, 81, true
19, 1031, 75, false
17, 1034, 80, false
18, 1035, 90, true
19, 1032, 84, false
18, 1037, 78, false
18, 1040, 78, false
15, 1040, 66, true
19, 1034, 80, false
18, 1035, 74, false
16, 1039, 81, false
16, 1047, 78, false
17, 1044, 74, false
16, 1034, 89, true
17, 1039, 82, false
16, 1045, 86, false
17, 1043, 81, true
17, 1038, 88, false
17, 1044, 82, false
19, 1044, 76, false
18, 1039, 90, false
18, 1044, 82, false
17, 1039, 92, true
17, 1036, 88, true
15, 1039, 82, true
15, 1045, 81, true
16, 1048, 82, false
18, 1045, 75, false
20, 1039, 74, false
19, 1040, 80, false
17, 1042, 79, false
18, 1040, 79, false
19, 1043, 74, false
20, 1044, 76, false
21, 1039, 80, true
19, 1033, 93, true
15, 1040, 84, false
14, 1046, 87, true
14, 1045, 84, false
14, 1042, 82, true
16, 1039, 79, false
19, 1040, 88, false
16, 1039, 83, true
15, 1039, 83, false
15, 1025, 94, true
14, 1020, 93, true
13, 1025, 87, false
14, 1018, 88, true
14, 1028, 86, true
14, 1021, 82, true
11, 1026, 93, true
12, 1034, 87, false
11, 1034, 95, true
11, 1037, 89, true
12, 1038, 91, true
12, 1041, 88, false
12, 1044, 89, false
14, 1045, 83, false
13, 1045, 91, false
11, 1049, 83, false
12, 1048, 87, false
14, 1046, 89, false
14, 1047, 90, false
14, 1047, 89, false
16, 1047, 92, true
17, 1044, 91, true
14, 1041, 96, false
13, 1041, 87, false
16, 1035, 82, false
13, 1043, 83, true
13, 1045, 77, false
13, 1036, 87, true
11, 1046, 89, true
12, 1042, 92, true
10, 1042, 76, false
9, 1044, 76, true
14, 1040, 93, false
15, 1038, 85, false
13, 1043, 81, false
14, 1048, 89, false
16, 1050, 88, false
15, 1046, 88, false
18, 1043, 85, false
13, 1044, 87, false
13, 1039, 90, false
15, 1034, 86, false
14, 1031, 86, true
13, 1034, 82, false
11, 1034, 90, true
12, 1041, 86, false
15, 1043, 95, false
14, 1044, 89, false
13, 1047, 91, false
11, 1051, 85, false
12, 1045, 87, false
11, 1039, 76, false
8, 1052, 82, false
9, 1049, 89, false
11, 1044, 88, false
7, 1038, 69, false
8, 1039, 94, false
10, 1031, 92, true
7, 1035, 93, true
4, 1048, 92, false
2, 1048, 90, false
5, 1045, 95, false
8, 1047, 91, true
9, 1039, 90, true
6, 1034, 93, true
4, 1029, 95, true
5, 1044, 89, true
6, 1048, 93, false
9, 1045, 96, true
9, 1044, 97, true
4, 1048, 95, false
6, 1039, 88, true
5, 1043, 92, false
7, 1044, 96, true
6, 1038, 55, true
11, 1031, 84, true
11, 1028, 77, true
6, 1033, 92, true
3, 1033, 92, false
4, 1040, 90, true
6, 1033, 94, true
4, 1027, 91, false
2, 1032, 96, true
1, 1031, 93, true
0, 1043, 86, false
0, 1055, 97, false
2, 1048, 69, false
5, 1050, 80, true
7, 1054, 90, true
8, 1049, 82, false
5, 1036, 87, true
2, 1038, 91, true
1, 1038, 95, true
0, 1009, 91, true
0, 1008, 95, true
1, 1033, 94, true
3, 1027, 93, true
2, 1013, 83, false
2, 1016, 89, false
0, 1033, 45, false
0, 1043, 65, false
2, 1047, 34, false
4, 1056, 86, false
6, 1057, 82, false
4, 1056, 53, true
0, 1062, 8, false
8, 1055, 90, false
8, 1047, 94, true
7, 1036, 90, false
5, 1020, 88, false
4, 986, 80, true
