14, 1037, 80, 1
14, 1044, 72, 0
18, 1044, 64, 0
20, 1044, 77, 0
20, 1044, 72, 0
22, 1044, 61, 0
25, 1041, 53, 0
26, 1034, 57, 0
23, 1039, 70, 1
21, 1040, 79, 1
22, 1044, 78, 0
21, 1044, 74, 0
18, 1044, 79, 0
20, 1044, 68, 0
18, 1039, 83, 1
19, 1035, 79, 1
19, 1034, 79, 0
18, 1034, 83, 1
17, 1038, 78, 0
17, 1040, 75, 1
16, 1036, 89, 1
19, 1031, 87, 0
17, 1032, 76, 0
18, 1040, 74, 0
16, 1048, 77, 1
19, 1045, 78, 0
17, 1042, 69, 1
14, 1044, 75, 1
13, 1047, 71, 1
14, 1042, 91, 0
18, 1046, 83, 0
18, 1044, 80, 0
18, 1046, 75, 0
17, 1047, 72, 0
17, 1042, 70, 0
18, 1038, 64, 1
18, 1033, 66, 0
19, 1032, 76, 1
18, 1033, 73, 1
16, 1040, 86, 1
18, 1047, 79, 0
23, 1048, 63, 0
25, 1044, 61, 0
26, 1038, 63, 0
22, 1041, 74, 0
22, 1040, 72, 1
21, 1035, 78, 0
18, 1042, 74, 0
17, 1048, 73, 0
19, 1043, 67, 0
18, 1045, 76, 0
17, 1042, 77, 0
19, 1037, 75, 0
18, 1033, 79, 1
18, 1043, 76, 0
19, 1048, 77, 0
21, 1041, 66, 0
21, 1036, 69, 0
18, 1040, 73, 0
20, 1037, 63, 0
19, 1040, 80, 0
22, 1040, 67, 0
25, 1037, 61, 0
26, 1034, 56, 0
24, 1033, 59, 0
18, 1034, 80, 1
17, 1038, 81, 0
17, 1040, 78, 0
16, 1044, 73, 0
15, 1044, 69, 0
17, 1044, 60, 0
15, 1044, 71, 0
15, 1046, 73, 0
16, 1044, 67, 0
17, 1041, 69, 1
14, 1046, 77, 0
14, 1048, 70, 0
19, 1047, 67, 0
16, 1038, 80, 1
15, 1037, 77, 1
13, 1030, 82, 1
12, 1035, 89, 1
14, 1051, 80, 0
13, 1056, 73, 0
9, 1056, 69, 0
10, 1047, 75, 0
12, 1045, 80, 0
10, 1048, 75, 0
8, 1048, 80, 0
7, 1050, 79, 0
9, 1047, 83, 0
9, 1043, 78, 0
9, 1038, 76, 0
10, 1029, 78, 0
10, 1035, 91, 1
13, 1044, 76, 0
12, 1046, 85, 0
9, 1044, 91, 1
8, 1039, 86, 1
8, 1039, 91, 0
8, 1027, 87, 0
7, 1035, 85, 0
4, 1033, 85, 0
7, 1039, 87, 0
8, 1042, 88, 0
9, 1049, 85, 0
11, 1058, 89, 0
13, 1058, 88, 0
10, 1057, 85, 0
9, 1053, 85, 0
9, 1052, 84, 0
8, 1045, 92, 0
6, 1041, 89, 1
5, 1044, 90, 0
7, 1033, 84, 0
6, 1021, 89, 0
6, 1020, 91, 1
3, 1030, 92, 0
2, 1031, 91, 0
3, 1023, 93, 0
3, 1029, 93, 1
1, 1045, 86, 0
1, 1045, 85, 0
2, 1050, 92, 0
2, 1053, 93, 1
10, 1046, 95, 0
12, 1036, 91, 1
9, 1024, 88, 1
5, 1017, 86, 0
5, 1024, 80, 0
9, 1016, 82, 1
12, 1020, 84, 1
10, 1033, 78, 0
8, 1041, 90, 0
5, 1046, 79, 0
2, 1044, 73, 0
0, 1038, 88, 0
5, 1043, 86, 1
0, 1062, 76, 0
-2, 1054, 80, 0
0, 1051, 87, 0
6, 1058, 90, 0
6, 1043, 88, 1
0, 1049, 90, 0
-1, 1049, 82, 0
-1, 1050, 81, 0
1, 1052, 86, 0
6, 1051, 79, 0
8, 1049, 78, 0
8, 1048, 91, 0
7, 1041, 92, 1
7, 1044, 89, 0
5, 1047, 93, 0
6, 1045, 94, 0
7, 1046, 94, 0
6, 1047, 92, 0
5, 1055, 86, 0
6, 1048, 91, 0
0, 1037, 93, 0
4, 1039, 87, 0
5, 1043, 93, 0
6, 1041, 89, 1
7, 1044, 84, 0
11, 1047, 87, 0
7, 1057, 74, 0
5, 1069, 88, 0
0, 1070, 95, 0
-2, 1066, 94, 0
0, 1062, 95, 1
1, 1050, 96, 0
0, 1041, 95, 1
1, 1046, 91, 0
5, 1041, 87, 0
4, 1041, 81, 1
-1, 1058, 80, 0
-2, 1060, 75, 0
0, 1037, 92, 1
3, 1039, 94, 0
4, 1023, 94, 1
4, 1033, 97, 1
7, 1030, 86, 1
5, 1027, 83, 1
2, 1021, 88, 1
2, 1036, 88, 1
0, 1045, 86, 0
-1, 1060, 93, 0
-3, 1063, 93, 0
-3, 1066, 94, 0
-2, 1062, 93, 0
-2, 1060, 89, 0
-1, 1054, 92, 0
-2, 1052, 91, 0
1, 1051, 92, 0
1, 1053, 96, 0
0, 1055, 92, 0
-3, 1049, 89, 0
0, 1045, 84, 0
5, 1040, 74, 0
4, 1040, 94, 1
4, 1036, 96, 1
3, 1041, 90, 0
3, 1037, 89, 1
8, 1029, 90, 0
8, 1026, 89, 0
6, 1022, 92, 1
4, 1027, 94, 0
3, 1041, 95, 0
2, 1041, 93, 1
0, 1048, 95, 1
-1, 1053, 88, 0
-2, 1050, 89, 0
0, 1047, 89, 1
0, 1051, 91, 0
2, 1054, 83, 0
2, 1054, 77, 0
5, 1057, 84, 0
7, 1055, 92, 0
7, 1053, 93, 0
5, 1058, 91, 0
5, 1045, 93, 0
9, 1040, 95, 1
9, 1037, 87, 0
9, 1029, 93, 1
8, 1017, 91, 1
4, 1036, 83, 0
4, 1040, 86, 0
8, 1033, 91, 1
9, 1020, 85, 1
4, 1012, 87, 0
6, 1021, 88, 1
6, 1029, 85, 1
5, 1029, 85, 0
9, 1016, 84, 1
7, 1019, 88, 1
5, 1024, 90, 0
6, 1039, 90, 0
6, 1038, 95, 1
7, 1042, 88, 0
5, 1051, 81, 0
7, 1046, 78, 0
8, 1043, 72, 0
6, 1050, 83, 0
8, 1055, 88, 0
9, 1058, 79, 0
9, 1047, 79, 0
8, 1039, 76, 0
9, 1031, 93, 0
11, 1032, 90, 0
10, 1029, 92, 1
7, 1034, 77, 0
6, 1038, 74, 0
8, 1042, 75, 0
8, 1054, 73, 0
9, 1055, 62, 0
8, 1051, 80, 0
10, 1048, 67, 0
11, 1045, 68, 0
12, 1048, 82, 0
16, 1046, 70, 0
15, 1038, 70, 0
11, 1036, 89, 0
11, 1044, 82, 0
9, 1052, 84, 0
10, 1049, 77, 0
9, 1052, 79, 0
8, 1052, 76, 0
10, 1051, 80, 0
10, 1049, 79, 0
12, 1048, 70, 0
10, 1046, 73, 0
8, 1050, 76, 0
10, 1041, 84, 0
9, 1039, 80, 0
9, 1041, 78, 0
10, 1039, 77, 1
7, 1043, 84, 1
7, 1044, 79, 1
6, 1051, 73, 0
4, 1061, 67, 0
6, 1062, 68, 0
11, 1055, 77, 0
8, 1051, 76, 0
6, 1050, 79, 1
8, 1038, 81, 1
6, 1033, 80, 0
5, 1037, 77, 0
5, 1041, 74, 0
8, 1038, 78, 0
7, 1042, 72, 0
12, 1034, 57, 0
12, 1034, 70, 0
10, 1041, 88, 1
10, 1044, 86, 1
11, 1045, 82, 0
9, 1046, 83, 0
13, 1038, 75, 0
12, 1040, 81, 0
10, 1045, 76, 0
8, 1045, 72, 0
9, 1034, 72, 0
15, 1023, 63, 0
16, 1024, 83, 1
14, 1033, 89, 0
14, 1044, 79, 1
14, 1052, 73, 0
20, 1050, 69, 0
23, 1042, 64, 0
17, 1035, 81, 0
14, 1034, 81, 0
13, 1044, 77, 0
14, 1050, 70, 0
18, 1044, 63, 0
17, 1043, 70, 0
16, 1048, 76, 0
17, 1049, 76, 0
21, 1046, 64, 0
24, 1042, 59, 0
21, 1042, 66, 0
22, 1037, 73, 0
19, 1039, 81, 0
18, 1047, 73, 0
17, 1046, 63, 0
20, 1041, 62, 0
19, 1037, 76, 1
16, 1040, 71, 0
17, 1036, 65, 0
14, 1023, 78, 1
13, 1032, 80, 1
17, 1038, 73, 1
16, 1036, 82, 1
18, 1043, 73, 0
20, 1040, 70, 0
16, 1040, 72, 0
17, 1044, 71, 0
18, 1043, 66, 0
20, 1039, 67, 0
16, 1045, 74, 0
18, 1050, 77, 0
21, 1050, 72, 0
24, 1044, 68, 0
23, 1043, 73, 0
21, 1042, 64, 0
24, 1035, 69, 0
20, 1038, 73, 0
17, 1038, 89, 1
17, 1036, 87, 1
17, 1038, 72, 0
17, 1033, 72, 1
18, 1020, 93, 1
18, 1021, 84, 0
16, 1027, 86, 1
16, 1033, 90, 1
14, 1043, 77, 1
16, 1045, 78, 0
19, 1045, 74, 0
20, 1042, 72, 0
21, 1043, 75, 1
21, 1039, 85, 0
19, 1041, 84, 0
18, 1039, 71, 0
20, 1033, 76, 0
18, 1035, 84, 1
15, 1036, 88, 1
15, 1047, 76, 0
14, 1041, 86, 1
16, 1046, 78, 1
18, 1046, 87, 0
18, 1048, 70, 0
20, 1044, 71, 0
24, 1033, 69, 0
20, 1032, 86, 1
18, 1038, 70, 0
21, 1036, 72, 1
16, 1035, 89, 1
16, 1034, 85, 1
16, 1035, 89, 1
19, 1033, 81, 1
19, 1031, 75, 0
17, 1034, 80, 0
18, 1035, 90, 1
19, 1032, 84, 0
18, 1037, 78, 0
18, 1040, 78, 0
15, 1040, 66, 1
19, 1034, 80, 0
18, 1035, 74, 0
16, 1039, 81, 0
16, 1047, 78, 0
17, 1044, 74, 0
16, 1034, 89, 1
17, 1039, 82, 0
16, 1045, 86, 0
17, 1043, 81, 1
17, 1038, 88, 0
17, 1044, 82, 0
19, 1044, 76, 0
18, 1039, 90, 0
18, 1044, 82, 0
17, 1039, 92, 1
17, 1036, 88, 1
15, 1039, 82, 1
15, 1045, 81, 1
16, 1048, 82, 0
18, 1045, 75, 0
20, 1039, 74, 0
19, 1040, 80, 0
17, 1042, 79, 0
18, 1040, 79, 0
19, 1043, 74, 0
20, 1044, 76, 0
21, 1039, 80, 1
19, 1033, 93, 1
15, 1040, 84, 0
14, 1046, 87, 1
14, 1045, 84, 0
14, 1042, 82, 1
16, 1039, 79, 0
19, 1040, 88, 0
16, 1039, 83, 1
15, 1039, 83, 0
15, 1025, 94, 1
14, 1020, 93, 1
13, 1025, 87, 0
14, 1018, 88, 1
14, 1028, 86, 1
14, 1021, 82, 1
11, 1026, 93, 1
12, 1034, 87, 0
11, 1034, 95, 1
11, 1037, 89, 1
12, 1038, 91, 1
12, 1041, 88, 0
12, 1044, 89, 0
14, 1045, 83, 0
13, 1045, 91, 0
11, 1049, 83, 0
12, 1048, 87, 0
14, 1046, 89, 0
14, 1047, 90, 0
14, 1047, 89, 0
16, 1047, 92, 1
17, 1044, 91, 1
14, 1041, 96, 0
13, 1041, 87, 0
16, 1035, 82, 0
13, 1043, 83, 1
13, 1045, 77, 0
13, 1036, 87, 1
11, 1046, 89, 1
12, 1042, 92, 1
10, 1042, 76, 0
9, 1044, 76, 1
14, 1040, 93, 0
15, 1038, 85, 0
13, 1043, 81, 0
14, 1048, 89, 0
16, 1050, 88, 0
15, 1046, 88, 0
18, 1043, 85, 0
13, 1044, 87, 0
13, 1039, 90, 0
15, 1034, 86, 0
14, 1031, 86, 1
13, 1034, 82, 0
11, 1034, 90, 1
12, 1041, 86, 0
15, 1043, 95, 0
14, 1044, 89, 0
13, 1047, 91, 0
11, 1051, 85, 0
12, 1045, 87, 0
11, 1039, 76, 0
8, 1052, 82, 0
9, 1049, 89, 0
11, 1044, 88, 0
7, 1038, 69, 0
8, 1039, 94, 0
10, 1031, 92, 1
7, 1035, 93, 1
4, 1048, 92, 0
2, 1048, 90, 0
5, 1045, 95, 0
8, 1047, 91, 1
9, 1039, 90, 1
6, 1034, 93, 1
4, 1029, 95, 1
5, 1044, 89, 1
6, 1048, 93, 0
9, 1045, 96, 1
9, 1044, 97, 1
4, 1048, 95, 0
6, 1039, 88, 1
5, 1043, 92, 0
7, 1044, 96, 1
6, 1038, 55, 1
11, 1031, 84, 1
11, 1028, 77, 1
6, 1033, 92, 1
3, 1033, 92, 0
4, 1040, 90, 1
6, 1033, 94, 1
4, 1027, 91, 0
2, 1032, 96, 1
1, 1031, 93, 1
0, 1043, 86, 0
0, 1055, 97, 0
2, 1048, 69, 0
5, 1050, 80, 1
7, 1054, 90, 1
8, 1049, 82, 0
5, 1036, 87, 1
2, 1038, 91, 1
1, 1038, 95, 1
0, 1009, 91, 1
0, 1008, 95, 1
1, 1033, 94, 1
3, 1027, 93, 1
2, 1013, 83, 0
2, 1016, 89, 0
0, 1033, 45, 0
0, 1043, 65, 0
2, 1047, 34, 0
4, 1056, 86, 0
6, 1057, 82, 0
4, 1056, 53, 1
0, 1062, 8, 0
8, 1055, 90, 0
8, 1047, 94, 1
7, 1036, 90, 0
5, 1020, 88, 0
4, 986, 80, 1
